Name,50 Free Time,50 Free FINA,Place of 1000,Percentile,Name,100 Back Time,100 Back FINA,Place of 1000,Percentile,Name,100 Breast Time,100 Breast FINA,Place of 1000,Percentile
Swimmer_11,19.17661988118379,991.991991991992,11,99.0,Swimmer_11,45.78747003942496,991.991991991992,11,99.0,Swimmer_11,51.608960769661486,991.991991991992,11,99.0
Swimmer_12,19.204680873342678,991.1911911911911,12,98.9,Swimmer_12,45.806793786993175,991.1911911911911,12,98.9,Swimmer_12,51.656359784197,991.1911911911911,12,98.9
Swimmer_13,19.205994186246688,990.3903903903904,13,98.8,Swimmer_13,46.27396351283014,990.3903903903904,13,98.8,Swimmer_13,51.679177243495666,990.3903903903904,13,98.8
Swimmer_14,19.23193150287068,989.5895895895895,14,98.7,Swimmer_14,46.30177271811213,989.5895895895895,14,98.7,Swimmer_14,51.68104330069688,989.5895895895895,14,98.7
Swimmer_15,19.232261053305365,988.7887887887888,15,98.6,Swimmer_15,46.36606252953284,988.7887887887888,15,98.6,Swimmer_15,51.7407822741147,988.7887887887888,15,98.6
Swimmer_16,19.24891884939104,987.9879879879879,16,98.5,Swimmer_16,46.378642281053956,987.9879879879879,16,98.5,Swimmer_16,51.74821362623716,987.9879879879879,16,98.5
Swimmer_17,19.250430019188112,987.1871871871872,17,98.4,Swimmer_17,46.41324195447247,987.1871871871872,17,98.4,Swimmer_17,51.777486484912295,987.1871871871872,17,98.4
Swimmer_18,19.251208725081923,986.3863863863863,18,98.3,Swimmer_18,46.413475660877175,986.3863863863863,18,98.3,Swimmer_18,51.83570660849721,986.3863863863863,18,98.3
Swimmer_19,19.25521375633647,985.5855855855856,19,98.2,Swimmer_19,46.44636932612918,985.5855855855856,19,98.2,Swimmer_19,51.844215097102776,985.5855855855856,19,98.2
Swimmer_20,19.281266615543004,984.7847847847847,20,98.1,Swimmer_20,46.45500818115686,984.7847847847847,20,98.1,Swimmer_20,51.85862819006893,984.7847847847847,20,98.1
Swimmer_21,19.321376258074185,983.983983983984,21,98.0,Swimmer_21,46.48205544941719,983.983983983984,21,98.0,Swimmer_21,51.87133553700342,983.983983983984,21,98.0
Swimmer_22,19.328823277770727,983.1831831831831,22,97.89999999999999,Swimmer_22,46.49630216593893,983.1831831831831,22,97.89999999999999,Swimmer_22,51.980291479732685,983.1831831831831,22,97.89999999999999
Swimmer_23,19.38100556389539,982.3823823823824,23,97.8,Swimmer_23,46.50514204973136,982.3823823823824,23,97.8,Swimmer_23,51.9924525698244,982.3823823823824,23,97.8
Swimmer_24,19.397782704565113,981.5815815815815,24,97.7,Swimmer_24,46.50532795210885,981.5815815815815,24,97.7,Swimmer_24,52.0016676317497,981.5815815815815,24,97.7
Swimmer_25,19.424926472449904,980.7807807807808,25,97.6,Swimmer_25,46.54663691802405,980.7807807807808,25,97.6,Swimmer_25,52.070383153317984,980.7807807807808,25,97.6
Swimmer_26,19.446668193019054,979.9799799799799,26,97.5,Swimmer_26,46.6550668264375,979.9799799799799,26,97.5,Swimmer_26,52.096955619853574,979.9799799799799,26,97.5
Swimmer_27,19.47297033345373,979.1791791791792,27,97.39999999999999,Swimmer_27,46.71129027217559,979.1791791791792,27,97.39999999999999,Swimmer_27,52.15119986781796,979.1791791791792,27,97.39999999999999
Swimmer_28,19.48331156567535,978.3783783783783,28,97.3,Swimmer_28,46.8328312146854,978.3783783783783,28,97.3,Swimmer_28,52.16982369794356,978.3783783783783,28,97.3
Swimmer_29,19.499503763464514,977.5775775775776,29,97.2,Swimmer_29,46.89955265603886,977.5775775775776,29,97.2,Swimmer_29,52.18743413245212,977.5775775775776,29,97.2
Swimmer_30,19.515571317048607,976.7767767767767,30,97.1,Swimmer_30,47.045421524918936,976.7767767767767,30,97.1,Swimmer_30,52.20399589494427,976.7767767767767,30,97.1
Swimmer_31,19.517169157172642,975.975975975976,31,97.0,Swimmer_31,47.05106531470572,975.975975975976,31,97.0,Swimmer_31,52.21242404548085,975.975975975976,31,97.0
Swimmer_32,19.54705705260016,975.1751751751751,32,96.89999999999999,Swimmer_32,47.06131335397166,975.1751751751751,32,96.89999999999999,Swimmer_32,52.23889510282859,975.1751751751751,32,96.89999999999999
Swimmer_33,19.56868285942273,974.3743743743744,33,96.8,Swimmer_33,47.082271399739405,974.3743743743744,33,96.8,Swimmer_33,52.24881993193501,974.3743743743744,33,96.8
Swimmer_34,19.609194102789854,973.5735735735735,34,96.7,Swimmer_34,47.12187795119126,973.5735735735735,34,96.7,Swimmer_34,52.26405520764408,973.5735735735735,34,96.7
Swimmer_35,19.62192088394319,972.7727727727728,35,96.6,Swimmer_35,47.159940617775405,972.7727727727728,35,96.6,Swimmer_35,52.26894722606545,972.7727727727728,35,96.6
Swimmer_36,19.663469871707917,971.9719719719719,36,96.5,Swimmer_36,47.178758586303914,971.9719719719719,36,96.5,Swimmer_36,52.2797461763421,971.9719719719719,36,96.5
Swimmer_37,19.746571613413074,971.1711711711712,37,96.39999999999999,Swimmer_37,47.204643207584354,971.1711711711712,37,96.39999999999999,Swimmer_37,52.3491687506415,971.1711711711712,37,96.39999999999999
Swimmer_38,19.79461990952406,970.3703703703703,38,96.3,Swimmer_38,47.224396608893336,970.3703703703703,38,96.3,Swimmer_38,52.38572277738966,970.3703703703703,38,96.3
Swimmer_39,19.80017228804649,969.5695695695696,39,96.2,Swimmer_39,47.268990050357914,969.5695695695696,39,96.2,Swimmer_39,52.48977391165119,969.5695695695696,39,96.2
Swimmer_40,19.855849984734263,968.7687687687687,40,96.1,Swimmer_40,47.291097142267944,968.7687687687687,40,96.1,Swimmer_40,52.50460608833211,968.7687687687687,40,96.1
Swimmer_41,19.86259572109008,967.967967967968,41,96.0,Swimmer_41,47.45309298981685,967.967967967968,41,96.0,Swimmer_41,52.607114714943144,967.967967967968,41,96.0
Swimmer_42,19.872865943727163,967.1671671671671,42,95.89999999999999,Swimmer_42,47.61790040167988,967.1671671671671,42,95.89999999999999,Swimmer_42,52.61668584279185,967.1671671671671,42,95.89999999999999
Swimmer_43,19.907285417936805,966.3663663663664,43,95.8,Swimmer_43,47.68831171886043,966.3663663663664,43,95.8,Swimmer_43,52.64513840992049,966.3663663663664,43,95.8
Swimmer_44,19.909935977746155,965.5655655655655,44,95.7,Swimmer_44,47.71083753242419,965.5655655655655,44,95.7,Swimmer_44,52.65266811452908,965.5655655655655,44,95.7
Swimmer_45,19.930946765437874,964.7647647647648,45,95.6,Swimmer_45,47.71576744292608,964.7647647647648,45,95.6,Swimmer_45,52.657943866319194,964.7647647647648,45,95.6
Swimmer_46,19.946801305868412,963.9639639639639,46,95.5,Swimmer_46,47.77316410186312,963.9639639639639,46,95.5,Swimmer_46,52.68208855533748,963.9639639639639,46,95.5
Swimmer_47,19.98214653086835,963.1631631631632,47,95.39999999999999,Swimmer_47,47.799417243027285,963.1631631631632,47,95.39999999999999,Swimmer_47,52.69740581123126,963.1631631631632,47,95.39999999999999
Swimmer_48,19.983280495627103,962.3623623623623,48,95.3,Swimmer_48,47.84593925337798,962.3623623623623,48,95.3,Swimmer_48,52.706934970820946,962.3623623623623,48,95.3
Swimmer_49,19.99015876275776,961.5615615615616,49,95.19999999999999,Swimmer_49,47.88969117654656,961.5615615615616,49,95.19999999999999,Swimmer_49,52.71108142843772,961.5615615615616,49,95.19999999999999
Swimmer_50,19.99353411964652,960.7607607607607,50,95.1,Swimmer_50,48.00631102248965,960.7607607607607,50,95.1,Swimmer_50,52.79616125034505,960.7607607607607,50,95.1
Swimmer_51,20.014095312349397,959.95995995996,51,95.0,Swimmer_51,48.243943505138674,959.95995995996,51,95.0,Swimmer_51,52.80300387708361,959.95995995996,51,95.0
Swimmer_52,20.032875446051822,959.1591591591591,52,94.89999999999999,Swimmer_52,48.28536536731534,959.1591591591591,52,94.89999999999999,Swimmer_52,52.83328871302681,959.1591591591591,52,94.89999999999999
Swimmer_53,20.052731158155403,958.3583583583584,53,94.8,Swimmer_53,48.28906498859184,958.3583583583584,53,94.8,Swimmer_53,52.8551081832692,958.3583583583584,53,94.8
Swimmer_54,20.05502580375583,957.5575575575575,54,94.69999999999999,Swimmer_54,48.32506183217983,957.5575575575575,54,94.69999999999999,Swimmer_54,52.87190503790505,957.5575575575575,54,94.69999999999999
Swimmer_55,20.06512275242839,956.7567567567568,55,94.6,Swimmer_55,48.369328763651694,956.7567567567568,55,94.6,Swimmer_55,52.88542681257681,956.7567567567568,55,94.6
Swimmer_56,20.075933495943566,955.9559559559559,56,94.5,Swimmer_56,48.38050676162791,955.9559559559559,56,94.5,Swimmer_56,52.90882228491358,955.9559559559559,56,94.5
Swimmer_57,20.076105740970274,955.1551551551552,57,94.39999999999999,Swimmer_57,48.39743047050684,955.1551551551552,57,94.39999999999999,Swimmer_57,52.92213476579278,955.1551551551552,57,94.39999999999999
Swimmer_58,20.09869357552211,954.3543543543543,58,94.3,Swimmer_58,48.39932537009405,954.3543543543543,58,94.3,Swimmer_58,52.94844016387864,954.3543543543543,58,94.3
Swimmer_59,20.11648273581508,953.5535535535536,59,94.19999999999999,Swimmer_59,48.44022307673848,953.5535535535536,59,94.19999999999999,Swimmer_59,52.95275350931284,953.5535535535536,59,94.19999999999999
Swimmer_60,20.118400896723315,952.7527527527527,60,94.10000000000001,Swimmer_60,48.46181760238003,952.7527527527527,60,94.10000000000001,Swimmer_60,53.00553850046644,952.7527527527527,60,94.10000000000001
Swimmer_61,20.118704108502776,951.951951951952,61,94.0,Swimmer_61,48.46242035953881,951.951951951952,61,94.0,Swimmer_61,53.029763505656724,951.951951951952,61,94.0
Swimmer_62,20.120449529971545,951.1511511511511,62,93.9,Swimmer_62,48.48414649882931,951.1511511511511,62,93.9,Swimmer_62,53.04403097024619,951.1511511511511,62,93.9
Swimmer_63,20.1210879063659,950.3503503503504,63,93.8,Swimmer_63,48.495384564625034,950.3503503503504,63,93.8,Swimmer_63,53.13854168998438,950.3503503503504,63,93.8
Swimmer_64,20.12151678957498,949.5495495495495,64,93.7,Swimmer_64,48.49917128254521,949.5495495495495,64,93.7,Swimmer_64,53.155884141834996,949.5495495495495,64,93.7
Swimmer_65,20.12616094105977,948.7487487487488,65,93.6,Swimmer_65,48.52587545651584,948.7487487487488,65,93.6,Swimmer_65,53.16826792566911,948.7487487487488,65,93.6
Swimmer_66,20.129921210750457,947.9479479479479,66,93.5,Swimmer_66,48.529672993472786,947.9479479479479,66,93.5,Swimmer_66,53.17140888053226,947.9479479479479,66,93.5
Swimmer_67,20.131708702185232,947.1471471471472,67,93.39999999999999,Swimmer_67,48.54347513169182,947.1471471471472,67,93.39999999999999,Swimmer_67,53.17663231102241,947.1471471471472,67,93.39999999999999
Swimmer_68,20.144025078599256,946.3463463463463,68,93.30000000000001,Swimmer_68,48.595734563672536,946.3463463463463,68,93.30000000000001,Swimmer_68,53.184058357963416,946.3463463463463,68,93.30000000000001
Swimmer_69,20.151808142870923,945.5455455455456,69,93.19999999999999,Swimmer_69,48.61129678695492,945.5455455455456,69,93.19999999999999,Swimmer_69,53.21188556909872,945.5455455455456,69,93.19999999999999
Swimmer_70,20.155383466898265,944.7447447447447,70,93.10000000000001,Swimmer_70,48.62420802585707,944.7447447447447,70,93.10000000000001,Swimmer_70,53.24372350557081,944.7447447447447,70,93.10000000000001
Swimmer_71,20.156671753132812,943.943943943944,71,93.0,Swimmer_71,48.63051364562384,943.943943943944,71,93.0,Swimmer_71,53.261425991385266,943.943943943944,71,93.0
Swimmer_72,20.1577551038762,943.1431431431431,72,92.9,Swimmer_72,48.63151229090109,943.1431431431431,72,92.9,Swimmer_72,53.31030401031441,943.1431431431431,72,92.9
Swimmer_73,20.160839883168222,942.3423423423424,73,92.80000000000001,Swimmer_73,48.67036148432442,942.3423423423424,73,92.80000000000001,Swimmer_73,53.326092074698245,942.3423423423424,73,92.80000000000001
Swimmer_74,20.179807879121505,941.5415415415415,74,92.7,Swimmer_74,48.68213106529826,941.5415415415415,74,92.7,Swimmer_74,53.326204861513716,941.5415415415415,74,92.7
Swimmer_75,20.194944682724326,940.7407407407408,75,92.60000000000001,Swimmer_75,48.684743313003196,940.7407407407408,75,92.60000000000001,Swimmer_75,53.32638416419121,940.7407407407408,75,92.60000000000001
Swimmer_76,20.196924912848903,939.9399399399399,76,92.5,Swimmer_76,48.69629540561076,939.9399399399399,76,92.5,Swimmer_76,53.334023238717165,939.9399399399399,76,92.5
Swimmer_77,20.202959664593056,939.1391391391392,77,92.4,Swimmer_77,48.70847568108315,939.1391391391392,77,92.4,Swimmer_77,53.33487469944054,939.1391391391392,77,92.4
Swimmer_78,20.206969786180185,938.3383383383383,78,92.30000000000001,Swimmer_78,48.76709259843329,938.3383383383383,78,92.30000000000001,Swimmer_78,53.47701588595517,938.3383383383383,78,92.30000000000001
Swimmer_79,20.209367200545678,937.5375375375376,79,92.2,Swimmer_79,48.7913831347872,937.5375375375376,79,92.2,Swimmer_79,53.49043866083853,937.5375375375376,79,92.2
Swimmer_80,20.214595585094948,936.7367367367367,80,92.10000000000001,Swimmer_80,48.83971803692842,936.7367367367367,80,92.10000000000001,Swimmer_80,53.51356986271234,936.7367367367367,80,92.10000000000001
Swimmer_81,20.216234936797335,935.935935935936,81,92.0,Swimmer_81,48.86392758768795,935.935935935936,81,92.0,Swimmer_81,53.51940318753854,935.935935935936,81,92.0
Swimmer_82,20.242376388932172,935.1351351351351,82,91.9,Swimmer_82,48.8643535192236,935.1351351351351,82,91.9,Swimmer_82,53.550497160735944,935.1351351351351,82,91.9
Swimmer_83,20.246369359396986,934.3343343343344,83,91.8,Swimmer_83,48.87287002926337,934.3343343343344,83,91.8,Swimmer_83,53.557416925212216,934.3343343343344,83,91.8
Swimmer_84,20.251587124270472,933.5335335335335,84,91.7,Swimmer_84,48.903108561708144,933.5335335335335,84,91.7,Swimmer_84,53.595646417133224,933.5335335335335,84,91.7
Swimmer_85,20.259718310308354,932.7327327327328,85,91.60000000000001,Swimmer_85,48.948587945361346,932.7327327327328,85,91.60000000000001,Swimmer_85,53.652706670910845,932.7327327327328,85,91.60000000000001
Swimmer_86,20.262887857783475,931.9319319319319,86,91.5,Swimmer_86,48.951944621546694,931.9319319319319,86,91.5,Swimmer_86,53.666889468793315,931.9319319319319,86,91.5
Swimmer_87,20.267321712130055,931.1311311311312,87,91.4,Swimmer_87,48.959153590315395,931.1311311311312,87,91.4,Swimmer_87,53.67791816202062,931.1311311311312,87,91.4
Swimmer_88,20.26855552506799,930.3303303303303,88,91.3,Swimmer_88,48.96378532149861,930.3303303303303,88,91.3,Swimmer_88,53.69703187809218,930.3303303303303,88,91.3
Swimmer_89,20.27635722729998,929.5295295295296,89,91.2,Swimmer_89,48.96626583038599,929.5295295295296,89,91.2,Swimmer_89,53.795931695890005,929.5295295295296,89,91.2
Swimmer_90,20.284824571190466,928.7287287287287,90,91.10000000000001,Swimmer_90,48.96871578440294,928.7287287287287,90,91.10000000000001,Swimmer_90,53.820167409896285,928.7287287287287,90,91.10000000000001
Swimmer_91,20.29354024706005,927.927927927928,91,91.0,Swimmer_91,48.97358479287919,927.927927927928,91,91.0,Swimmer_91,53.822053683977224,927.927927927928,91,91.0
Swimmer_92,20.294366313241916,927.1271271271271,92,90.9,Swimmer_92,48.9744105640689,927.1271271271271,92,90.9,Swimmer_92,53.83182489912169,927.1271271271271,92,90.9
Swimmer_93,20.302685751707745,926.3263263263264,93,90.8,Swimmer_93,48.98171640464569,926.3263263263264,93,90.8,Swimmer_93,53.86830557581695,926.3263263263264,93,90.8
Swimmer_94,20.307084703033276,925.5255255255255,94,90.7,Swimmer_94,48.98764105155917,925.5255255255255,94,90.7,Swimmer_94,54.04737459455037,925.5255255255255,94,90.7
Swimmer_95,20.309590237957327,924.7247247247248,95,90.60000000000001,Swimmer_95,49.00318297333074,924.7247247247248,95,90.60000000000001,Swimmer_95,54.056603959339874,924.7247247247248,95,90.60000000000001
Swimmer_96,20.311968197965488,923.9239239239239,96,90.5,Swimmer_96,49.014498286356606,923.9239239239239,96,90.5,Swimmer_96,54.08493204224597,923.9239239239239,96,90.5
Swimmer_97,20.31295621126041,923.1231231231232,97,90.4,Swimmer_97,49.01729207232851,923.1231231231232,97,90.4,Swimmer_97,54.12298942300023,923.1231231231232,97,90.4
Swimmer_98,20.319437804348798,922.3223223223223,98,90.3,Swimmer_98,49.060040384820546,922.3223223223223,98,90.3,Swimmer_98,54.140031022165374,922.3223223223223,98,90.3
Swimmer_99,20.321079901503843,921.5215215215215,99,90.2,Swimmer_99,49.060719366915265,921.5215215215215,99,90.2,Swimmer_99,54.143797494327224,921.5215215215215,99,90.2
Swimmer_100,20.323165019109805,920.7207207207207,100,90.10000000000001,Swimmer_100,49.0763387025892,920.7207207207207,100,90.10000000000001,Swimmer_100,54.154720926788585,920.7207207207207,100,90.10000000000001
Swimmer_101,20.323577612270537,919.91991991992,101,90.0,Swimmer_101,49.08212785138959,919.91991991992,101,90.0,Swimmer_101,54.16559199379923,919.91991991992,101,90.0
Swimmer_102,20.32835967043876,919.1191191191191,102,89.9,Swimmer_102,49.10135967979805,919.1191191191191,102,89.9,Swimmer_102,54.21785330704783,919.1191191191191,102,89.9
Swimmer_103,20.330088897612903,918.3183183183183,103,89.8,Swimmer_103,49.111768959363836,918.3183183183183,103,89.8,Swimmer_103,54.23214231106674,918.3183183183183,103,89.8
Swimmer_104,20.33479848742557,917.5175175175175,104,89.7,Swimmer_104,49.12928374818006,917.5175175175175,104,89.7,Swimmer_104,54.26562616921278,917.5175175175175,104,89.7
Swimmer_105,20.33889164835411,916.7167167167167,105,89.60000000000001,Swimmer_105,49.14291700784612,916.7167167167167,105,89.60000000000001,Swimmer_105,54.29738360231246,916.7167167167167,105,89.60000000000001
Swimmer_106,20.34496191156816,915.9159159159159,106,89.5,Swimmer_106,49.146631427039054,915.9159159159159,106,89.5,Swimmer_106,54.46821582734561,915.9159159159159,106,89.5
Swimmer_107,20.356971906845754,915.1151151151151,107,89.4,Swimmer_107,49.150178995088154,915.1151151151151,107,89.4,Swimmer_107,54.524864601846076,915.1151151151151,107,89.4
Swimmer_108,20.3715284414533,914.3143143143143,108,89.3,Swimmer_108,49.16829749621398,914.3143143143143,108,89.3,Swimmer_108,54.54643057067046,914.3143143143143,108,89.3
Swimmer_109,20.378169687416133,913.5135135135135,109,89.2,Swimmer_109,49.185924303334794,913.5135135135135,109,89.2,Swimmer_109,54.58135845680714,913.5135135135135,109,89.2
Swimmer_110,20.379812289807173,912.7127127127127,110,89.1,Swimmer_110,49.196977766110756,912.7127127127127,110,89.1,Swimmer_110,54.629255193465745,912.7127127127127,110,89.1
Swimmer_111,20.380011684579824,911.911911911912,111,89.0,Swimmer_111,49.22979572395412,911.911911911912,111,89.0,Swimmer_111,54.6404497081465,911.911911911912,111,89.0
Swimmer_112,20.381540546875723,911.1111111111111,112,88.9,Swimmer_112,49.238277667286255,911.1111111111111,112,88.9,Swimmer_112,54.68787277826688,911.1111111111111,112,88.9
Swimmer_113,20.396778631349218,910.3103103103103,113,88.8,Swimmer_113,49.27084040030724,910.3103103103103,113,88.8,Swimmer_113,54.69494787255665,910.3103103103103,113,88.8
Swimmer_114,20.396926430233773,909.5095095095095,114,88.7,Swimmer_114,49.274231581265404,909.5095095095095,114,88.7,Swimmer_114,54.72165263166526,909.5095095095095,114,88.7
Swimmer_115,20.39815948127811,908.7087087087087,115,88.6,Swimmer_115,49.31541555512531,908.7087087087087,115,88.6,Swimmer_115,54.770220496036835,908.7087087087087,115,88.6
Swimmer_116,20.40342831135112,907.9079079079079,116,88.5,Swimmer_116,49.324525008006766,907.9079079079079,116,88.5,Swimmer_116,54.790523028776086,907.9079079079079,116,88.5
Swimmer_117,20.415004346819032,907.1071071071071,117,88.4,Swimmer_117,49.33916911200894,907.1071071071071,117,88.4,Swimmer_117,54.82504245042442,907.1071071071071,117,88.4
Swimmer_118,20.438407406069455,906.3063063063063,118,88.3,Swimmer_118,49.36711033525257,906.3063063063063,118,88.3,Swimmer_118,54.82549853013026,906.3063063063063,118,88.3
Swimmer_119,20.439659210605758,905.5055055055055,119,88.2,Swimmer_119,49.367465749396885,905.5055055055055,119,88.2,Swimmer_119,54.86032030242573,905.5055055055055,119,88.2
Swimmer_120,20.44555997679378,904.7047047047047,120,88.1,Swimmer_120,49.37557381152018,904.7047047047047,120,88.1,Swimmer_120,54.88916203981011,904.7047047047047,120,88.1
Swimmer_121,20.46141349913468,903.9039039039039,121,88.0,Swimmer_121,49.3885778828619,903.9039039039039,121,88.0,Swimmer_121,54.91192056225517,903.9039039039039,121,88.0
Swimmer_122,20.479005516964975,903.1031031031031,122,87.9,Swimmer_122,49.38895290816044,903.1031031031031,122,87.9,Swimmer_122,54.913295840306965,903.1031031031031,122,87.9
Swimmer_123,20.479698353676127,902.3023023023023,123,87.8,Swimmer_123,49.43561521742147,902.3023023023023,123,87.8,Swimmer_123,54.918094728609546,902.3023023023023,123,87.8
Swimmer_124,20.48091811813896,901.5015015015015,124,87.7,Swimmer_124,49.46068870285437,901.5015015015015,124,87.7,Swimmer_124,54.93340195796468,901.5015015015015,124,87.7
Swimmer_125,20.489848516662153,900.7007007007007,125,87.6,Swimmer_125,49.477643772263235,900.7007007007007,125,87.6,Swimmer_125,54.94074080028922,900.7007007007007,125,87.6
Swimmer_126,20.49421940767875,899.8998998998999,126,87.5,Swimmer_126,49.48088986197915,899.8998998998999,126,87.5,Swimmer_126,54.96406092194461,899.8998998998999,126,87.5
Swimmer_127,20.51219114523953,899.0990990990991,127,87.4,Swimmer_127,49.49032334076608,899.0990990990991,127,87.4,Swimmer_127,54.96612429160329,899.0990990990991,127,87.4
Swimmer_128,20.51493182763248,898.2982982982983,128,87.3,Swimmer_128,49.5006363263504,898.2982982982983,128,87.3,Swimmer_128,54.96829077529082,898.2982982982983,128,87.3
Swimmer_129,20.53758719895034,897.4974974974975,129,87.2,Swimmer_129,49.50715572261074,897.4974974974975,129,87.2,Swimmer_129,54.983241393638416,897.4974974974975,129,87.2
Swimmer_130,20.552280739836014,896.6966966966967,130,87.1,Swimmer_130,49.525512535418045,896.6966966966967,130,87.1,Swimmer_130,55.00217923414284,896.6966966966967,130,87.1
Swimmer_131,20.556483486283526,895.8958958958959,131,87.0,Swimmer_131,49.529568092923654,895.8958958958959,131,87.0,Swimmer_131,55.00605196803552,895.8958958958959,131,87.0
Swimmer_132,20.558215425769784,895.0950950950951,132,86.9,Swimmer_132,49.53374331390435,895.0950950950951,132,86.9,Swimmer_132,55.0107637407635,895.0950950950951,132,86.9
Swimmer_133,20.566955288445385,894.2942942942943,133,86.8,Swimmer_133,49.54472637563051,894.2942942942943,133,86.8,Swimmer_133,55.02405068194676,894.2942942942943,133,86.8
Swimmer_134,20.569767559188808,893.4934934934935,134,86.7,Swimmer_134,49.55038326179976,893.4934934934935,134,86.7,Swimmer_134,55.025753438099706,893.4934934934935,134,86.7
Swimmer_135,20.570500544024565,892.6926926926927,135,86.6,Swimmer_135,49.57284239235987,892.6926926926927,135,86.6,Swimmer_135,55.02918913124528,892.6926926926927,135,86.6
Swimmer_136,20.57264187520557,891.8918918918919,136,86.5,Swimmer_136,49.576052146753185,891.8918918918919,136,86.5,Swimmer_136,55.03252620615206,891.8918918918919,136,86.5
Swimmer_137,20.580486868851647,891.0910910910911,137,86.4,Swimmer_137,49.57851612868741,891.0910910910911,137,86.4,Swimmer_137,55.03490446631684,891.0910910910911,137,86.4
Swimmer_138,20.60438423055097,890.2902902902903,138,86.3,Swimmer_138,49.595198256586,890.2902902902903,138,86.3,Swimmer_138,55.0443059724502,890.2902902902903,138,86.3
Swimmer_139,20.606714783766485,889.4894894894895,139,86.2,Swimmer_139,49.61331845532635,889.4894894894895,139,86.2,Swimmer_139,55.0460950744167,889.4894894894895,139,86.2
Swimmer_140,20.60777735886663,888.6886886886887,140,86.1,Swimmer_140,49.620180238931,888.6886886886887,140,86.1,Swimmer_140,55.07262426499113,888.6886886886887,140,86.1
Swimmer_141,20.635769802489218,887.8878878878879,141,86.0,Swimmer_141,49.65886414469279,887.8878878878879,141,86.0,Swimmer_141,55.0726466538014,887.8878878878879,141,86.0
Swimmer_142,20.638833012079594,887.0870870870871,142,85.9,Swimmer_142,49.65966946194272,887.0870870870871,142,85.9,Swimmer_142,55.07842399436173,887.0870870870871,142,85.9
Swimmer_143,20.646221766240224,886.2862862862863,143,85.8,Swimmer_143,49.67537147451666,886.2862862862863,143,85.8,Swimmer_143,55.08279466185115,886.2862862862863,143,85.8
Swimmer_144,20.646483844540764,885.4854854854855,144,85.7,Swimmer_144,49.679860322718994,885.4854854854855,144,85.7,Swimmer_144,55.08503197241259,885.4854854854855,144,85.7
Swimmer_145,20.6885051485352,884.6846846846847,145,85.6,Swimmer_145,49.696488326250964,884.6846846846847,145,85.6,Swimmer_145,55.09542460645929,884.6846846846847,145,85.6
Swimmer_146,20.71037297000676,883.8838838838839,146,85.5,Swimmer_146,49.71947632993473,883.8838838838839,146,85.5,Swimmer_146,55.09888653297994,883.8838838838839,146,85.5
Swimmer_147,20.723658784411704,883.0830830830831,147,85.39999999999999,Swimmer_147,49.72133186032857,883.0830830830831,147,85.39999999999999,Swimmer_147,55.10059359620106,883.0830830830831,147,85.39999999999999
Swimmer_148,20.742546606181595,882.2822822822823,148,85.3,Swimmer_148,49.7274103900766,882.2822822822823,148,85.3,Swimmer_148,55.12060638180532,882.2822822822823,148,85.3
Swimmer_149,20.75386202241846,881.4814814814815,149,85.2,Swimmer_149,49.75792207914347,881.4814814814815,149,85.2,Swimmer_149,55.12723251952203,881.4814814814815,149,85.2
Swimmer_150,20.79369635200283,880.6806806806807,150,85.1,Swimmer_150,49.839231465477575,880.6806806806807,150,85.1,Swimmer_150,55.133107284778205,880.6806806806807,150,85.1
